29 386 27 2 1 3 6 5 4 0 , 911789, 272, 47.1436
2 29 3 7 5 38 0 9 1 4 , 916779, 260, 47.2414
27 5 29 2 3 6 4 0 7 1 , 916746, 369, 46.94
4 1 6 29 2 11 200 0 8 5 , 871848, 281, 47.9866
3 7 4 38 5 2 1 0 29 6 , 917743, 274, 46.8431
29 27 7 4 0 2 30 3 5 1 , 912536, 303, 46.7477
11 29 4 3 5 1 30 6 0 2 , 918380, 241, 45.7261
5 6 0 4 9 2 3 29 11 1 , 921800, 271, 46.5466
0 29 5 1 2 27 7 3 4 9 , 915781, 302, 47.2634
5 4 3 1 27 7 0 2 29 12 , 913091, 354, 47.0537
29 5 4 0 2 1 30 27 3 6 , 913874, 339, 46.9828
16 5 9 3 4 1 7 38 29 0 , 851047, 271, 46.9622
4 27 2 5 0 11 1 45 3 29 , 902673, 435, 48.2319
2 41 1 38 29 5 3 0 4 12 , 904924, 306, 47.8494
1 7 30 11 0 4 2 5 9 29 , 880041, 271, 46.9849
3 2 8 0 5 159 1 4 13 29 , 896162, 287, 46.7662
9 5 29 30 7 0 1 2 11 4 , 880041, 326, 47.7312
5 1 3 4 9 30 29 2 11 0 , 918995, 241, 46.2937
29 13 5 1 2 4 3 30 27 0 , 907595, 348, 47.4339
5 4 3 6 2 9 1 0 27 29 , 918699, 309, 46.9036
30 29 2 11 5 1 0 3 13 4 , 912016, 308, 47.4239
29 4 2 6 1 7 30 3 0 11 , 901692, 268, 46.4841
1 9 4 11 13 0 29 5 6 2 , 881614, 303, 46.9142
0 30 3 7 5 11 1 4 29 2 , 917042, 312, 47.6718
7 29 3 38 13 0 1 2 5 4 , 911960, 312, 47.6284
5 0 9 3 2 6 4 30 1 29 , 918129, 312, 46.7862
3 6 5 7 27 1 30 4 0 2 , 912226, 280, 47.0203
11 1 30 0 5 29 4 2 3 7 , 917042, 290, 46.5247
0 30 2 6 9 5 29 4 27 1 , 877910, 317, 47.6284
1 2 11 29 30 5 4 0 3 7 , 917042, 279, 46.3406
11 5 2 4 9 30 3 1 29 0 , 918995, 326, 46.9647
4 172 1 25 9 3 0 29 2 5 , 910211, 294, 47.3571
9 1 3 4 30 2 5 29 0 11 , 918995, 298, 46.6495
0 4 1 5 29 37 20 13 27 3 , 840431, 349, 47.4708
29 15 38 3 1 0 5 2 8 4 , 905975, 312, 47.2695
1 5 9 29 0 6 4 11 3 30 , 856563, 270, 46.8406
9 27 5 4 1 3 6 0 29 2 , 918699, 303, 46.6675
4 30 29 491 3 9 0 2 5 1 , 909225, 345, 47.6645
14 3 29 0 30 2 5 1 15 4 , 904679, 328, 47.4596
38 1 0 3 2 4 29 7 9 5 , 916779, 247, 47.2909
29 0 5 9 27 1 6 30 16 4 , 812029, 361, 46.7475
0 3 29 4 6 1 2 27 12 5 , 914738, 296, 46.9988
8 29 2 4 0 7 11 5 3 1 , 913647, 307, 46.3467
29 4 3 1 0 5 2 11 30 6 , 918380, 276, 46.989
11 0 2 8 30 5 4 3 29 1 , 912383, 344, 47.8965
30 7 5 4 40 2 11 0 29 1 , 870936, 356, 46.7025
0 9 4 1 3 12 2 29 11 5 , 914394, 283, 46.7464
2 421 3 38 5 6 0 1 8 4 , 912288, 317, 47.9503
34 38 3 0 4 29 5 13 1 2 , 904281, 326, 47.8653
38 0 29 11 9 3 4 5 2 1 , 917008, 294, 47.605
4 1 29 42 200 11 3 2 5 0 , 904203, 313, 47.4737
3 29 4 5 11 6 1 0 9 2 , 921800, 286, 46.8466
29 0 4 3 5 2 1 9 27 386 , 912404, 298, 47.2597
3 27 0 29 9 1 2 4 30 5 , 914489, 290, 47.0825
7 5 2 172 0 1 4 3 6 362 , 914160, 329, 47.7085
29 0 1 30 5 4 27 3 6 2 , 913874, 359, 47.3545
38 1 5 0 4 2 7 29 3 9 , 916779, 280, 47.331
3 5 29 0 4 2 11 8 1 30 , 912383, 274, 46.6243
6 29 0 30 1 2 14 4 5 27 , 870741, 324, 47.8104
1 2 9 7 0 5 4 11 29 30 , 880041, 313, 46.9903
6 1 11 4 421 5 9 2 3 0 , 921007, 333, 47.2694
1 11 7 2 5 3 6 4 0 29 , 919847, 286, 46.5982
1 29 4 38 0 13 5 163 3 2 , 904402, 315, 46.7152
20 5 6 58 3 4 29 1 30 0 , 841032, 326, 46.3499
9 4 3 5 2 163 1 29 6 0 , 917375, 288, 46.483
38 0 2 4 29 7 11 5 1 3 , 915055, 293, 46.2253
29 2 4 0 1 11 6 5 38 3 , 916393, 350, 46.5954
2 4 29 0 38 9 1 3 7 6 , 901430, 303, 45.8946
