11 30 4 6 1 0 3 5 2 7 , 916732, 1, 44.3443
13 29 5 2 3 4 27 9 0 1 , 915167, 1, 44.5089
4 11 2 5 30 0 1 37 7 29 , 873311, 0, 44.1456
29 2 27 6 7 4 5 1 0 3 , 916746, 0, 43.8559
4 2 6 386 1 0 421 11 9 5 , 879552, 0, 44.1059
29 1 0 4 3 2 5 7 11 10 , 913058, 1, 43.0565
30 4 2 12 387 11 5 3 0 1 , 913378, 2, 44.1422
6 1 38 4 0 31 5 29 2 3 , 911051, 0, 45.29
29 11 3 9 0 5 4 1 13 386 , 848898, 4, 43.4112
7 29 0 5 4 11 3 2 1 13 , 916240, 0, 43.8801
29 5 4 15 0 3 30 1 7 2 , 910960, 3, 44.3903
0 3 12 2 1 27 29 4 8 5 , 908744, 2, 43.669
11 3 9 6 4 2 13 1 5 0 , 917923, 2, 43.7882
6 4 3 5 2 29 13 0 38 1 , 913298, 2, 44.7867
9 5 8 0 2 1 179 27 4 3 , 911127, 1, 43.7374
30 5 29 11 0 6 54 1 4 2 , 871599, 1, 43.8071
1 255 7 6 4 11 2 3 5 0 , 915936, 1, 43.9029
0 6 4 29 1 3 9 5 2 11 , 921800, 0, 43.7624
11 0 1 4 3 30 25 29 2 5 , 910273, 2, 44.1731
1 3 421 7 2 4 5 13 0 27 , 912373, 1, 43.6735
5 11 1 7 4 30 0 9 3 29 , 853645, 5, 43.5568
38 29 5 0 4 2 3 7 8 1 , 911543, 2, 40.3866
1 6 29 0 3 8 38 2 4 5 , 913087, 1, 40.1293
27 7 5 0 3 9 2 1 4 29 , 915781, 3, 40.5047
13 4 5 29 27 1 0 9 2 3 , 915167, 1, 39.8377
0 29 2 27 3 1 5 7 6 4 , 916746, 1, 40.5377
2 5 9 0 4 11 30 1 29 3 , 918995, 1, 40.0494
30 1 31 11 5 0 29 2 4 3 , 910350, 2, 41.2445
2 3 6 386 4 9 29 5 1 0 , 916403, 1, 40.7449
9 6 29 2 38 4 3 1 0 5 , 919697, 3, 40.8318
29 1 9 0 30 2 27 3 4 5 , 914489, 3, 40.5789
5 1 0 4 12 29 38 7 2 3 , 914088, 3, 40.2687
4 38 5 1 0 7 3 29 2 9 , 916779, 4, 40.6782
29 11 1 0 30 3 4 5 2 12 , 915034, 1, 40.6563
6 38 0 13 3 1 4 2 7 5 , 911689, 0, 40.375
12 4 5 29 9 6 2 11 1 0 , 877814, 2, 40.2173
4 7 6 11 5 29 0 2 1 27 , 875263, 2, 43.2146
0 38 1 3 7 5 4 2 6 29 , 917743, 1, 43.9752
8 30 2 29 11 3 5 1 0 4 , 912383, 3, 43.8954
29 4 13 1 9 3 0 27 2 30 , 892504, 0, 43.9108
11 4 30 29 2 9 1 3 0 6 , 903646, 2, 44.0997
0 29 163 30 2 9 4 3 1 5 , 913377, 1, 43.9962
2 6 37 1 5 0 13 4 27 29 , 870691, 5, 44.0778
9 29 1 2 38 5 6 0 3 4 , 919697, 2, 44.0483
29 3 0 30 2 11 41 7 1 4 , 890584, 0, 44.5879
29 2 0 8 1 52 38 6 4 5 , 868960, 0, 43.5785
29 2 1 4 5 0 11 9 3 12 , 914394, 1, 43.9563
1 3 0 4 2 29 5 13 11 9 , 918194, 0, 43.9208
12 4 1 3 2 0 11 6 30 5 , 914724, 3, 44.0826
29 1 30 3 4 0 5 6 2 14 , 909895, 0, 43.845
1 2 498 30 0 6 3 11 29 4 , 898206, 2, 44.3072
2 1 3 30 9 5 4 11 29 0 , 918995, 1, 43.3535
