4 116 253 79 394 280 33 1 5 453 0 3 384 361 36 37 428 372 2 451 , 1.06494e+06, 90.5431
36 116 3 286 214 1 52 5 334 361 6 459 2 222 474 253 427 4 0 451 , 1.06719e+06, 93.3196
474 0 2 459 36 253 453 394 185 1 256 49 3 350 5 360 156 4 451 384 , 1.07519e+06, 93.6268
2 451 360 459 49 1 253 384 0 156 350 4 185 52 36 474 5 453 394 3 , 1.0753e+06, 92.7861
214 5 440 372 350 253 394 141 49 334 451 1 36 2 37 4 125 292 0 3 , 1.06566e+06, 90.7809
346 372 440 451 280 350 0 37 6 4 286 5 36 49 1 334 214 3 2 253 , 1.06391e+06, 89.4042
3 2 116 311 5 286 54 451 428 4 334 214 1 0 459 372 360 263 36 298 , 1.06074e+06, 90.9609
270 453 5 0 36 37 451 394 3 253 1 156 219 4 350 384 440 49 125 2 , 1.06897e+06, 93.4835
3 2 280 203 350 453 5 1 440 54 298 372 384 451 0 395 36 13 4 253 , 1.07112e+06, 90.0216
350 3 498 5 36 1 394 453 465 459 372 0 280 49 2 428 4 300 451 257 , 1.06216e+06, 95.653
1 311 2 451 372 49 4 453 340 185 394 5 440 298 156 0 300 360 3 36 , 1.06812e+06, 94.093
4 54 350 49 300 451 5 0 253 288 488 298 2 440 3 372 1 394 428 280 , 1.06556e+06, 94.7818
5 427 286 253 361 4 300 280 52 33 476 0 3 474 120 335 36 451 2 1 , 1.06568e+06, 93.0699
394 2 280 5 219 54 451 384 453 116 459 311 4 6 36 0 1 3 298 395 , 1.06856e+06, 92.3729
1 360 185 36 156 5 372 37 451 459 361 0 394 253 3 4 334 49 214 2 , 1.06606e+06, 92.4212
431 394 4 350 451 49 253 372 360 3 440 298 0 300 2 1 5 156 54 36 , 1.07145e+06, 95.178
474 253 2 185 0 432 36 4 360 52 49 3 451 5 384 453 6 346 1 286 , 1.06667e+06, 92.0142
6 4 54 156 5 33 431 477 0 300 36 2 49 3 474 360 311 282 394 1 , 1.06958e+06, 97.5666
459 36 0 361 1 428 2 360 372 253 116 286 263 102 451 4 3 37 5 488 , 1.06232e+06, 93.6194
185 334 36 49 156 4 2 451 5 474 3 459 52 360 253 0 1 394 350 214 , 1.07317e+06, 97.5019
125 33 36 451 2 156 0 5 372 453 361 3 394 270 384 37 1 253 116 4 , 1.06786e+06, 94.2017
298 2 394 54 350 280 5 36 49 0 253 1 4 156 459 451 384 219 3 453 , 1.07091e+06, 98.0439
2 451 214 361 36 372 247 116 394 4 282 3 280 5 1 0 334 253 33 395 , 1.0633e+06, 90.5053
36 372 334 0 280 4 459 120 253 361 37 394 1 3 395 6 214 451 2 5 , 1.06726e+06, 92.4004
5 49 252 394 474 360 0 185 453 2 451 156 253 52 36 459 384 1 4 3 , 1.07471e+06, 91.8185
54 3 5 384 0 311 185 1 2 394 4 156 372 453 36 451 298 360 459 49 , 1.06888e+06, 93.6503
3 311 384 116 459 372 6 12 36 453 1 280 4 394 2 451 5 37 0 395 , 1.06576e+06, 92.4051
451 372 1 384 394 0 475 5 36 2 136 440 49 453 3 156 37 350 4 253 , 1.06985e+06, 93.386
4 384 36 3 2 116 136 1 361 453 74 222 451 459 5 474 253 0 52 394 , 1.073e+06, 92.8084
36 476 474 384 1 395 116 218 0 488 4 394 5 451 253 33 3 361 280 2 , 1.06671e+06, 95.0728
372 384 116 3 37 395 1 280 5 4 33 0 361 394 253 36 6 453 2 451 , 1.06903e+06, 91.0888
156 52 322 4 0 1 203 451 384 453 459 5 2 474 36 3 311 267 136 394 , 1.06422e+06, 95.2415
475 384 2 49 453 5 451 136 350 0 253 3 4 394 440 36 156 372 1 37 , 1.06985e+06, 92.9298
270 5 1 440 311 125 286 4 52 451 214 474 322 334 3 346 36 49 0 2 , 1.05804e+06, 96.891
4 451 0 361 5 3 459 395 1 116 13 384 2 253 372 453 280 36 298 54 , 1.07169e+06, 94.0174
37 372 253 5 1 6 361 2 384 116 395 453 280 3 394 4 451 459 0 36 , 1.06994e+06, 94.7594
384 52 0 453 156 5 1 3 36 49 394 459 185 4 451 2 474 253 360 350 , 1.0753e+06, 90.333
3 253 1 5 247 36 33 361 334 372 282 267 395 214 269 116 2 4 451 0 , 1.06059e+06, 94.7597
33 394 365 156 0 334 37 5 3 2 253 372 36 125 4 350 270 1 49 214 , 1.06659e+06, 91.8563
125 0 451 36 253 372 394 4 270 440 37 49 350 1 102 453 2 5 3 156 , 1.06943e+06, 95.9557
488 3 2 5 311 0 49 360 459 384 6 156 185 1 394 52 36 451 474 4 , 1.07139e+06, 93.1818
459 453 52 5 361 0 476 394 36 1 451 4 253 102 2 3 395 116 474 280 , 1.06997e+06, 91.0977
372 465 384 1 253 2 3 440 0 4 350 5 49 394 451 6 453 280 156 36 , 1.06756e+06, 95.0297
1 0 280 298 372 453 253 116 394 2 395 4 451 5 459 3 376 36 54 384 , 1.0726e+06, 95.4772
1 2 394 384 74 311 185 474 282 4 0 32 116 3 54 36 453 360 5 365 , 1.06726e+06, 90.4154
453 36 116 286 280 384 476 0 37 253 361 5 1 3 2 428 4 451 459 130 , 1.0606e+06, 94.1844
2 350 0 474 428 451 222 257 1 5 453 384 394 3 498 52 459 49 36 4 , 1.06713e+06, 91.9142
361 116 54 372 2 451 267 5 286 0 298 1 428 4 253 384 3 36 33 453 , 1.06875e+06, 96.9598
361 36 1 476 395 459 280 451 3 474 116 52 5 253 394 334 4 0 2 214 , 1.06826e+06, 92.4754
286 365 3 1 5 2 428 6 4 37 32 214 36 0 372 334 361 253 116 280 , 1.06283e+06, 95.5322
2 311 1 334 0 394 3 372 451 54 5 214 36 6 410 459 298 280 4 116 , 1.0647e+06, 96.987
156 361 394 49 334 36 474 2 1 360 3 253 4 0 5 214 52 185 459 451 , 1.0722e+06, 97.8735
37 270 1 36 219 384 365 32 125 5 3 394 253 49 4 156 0 2 453 361 , 1.06652e+06, 93.814
4 384 350 440 428 280 3 6 394 253 219 37 288 453 0 451 49 1 2 5 , 1.06283e+06, 94.1791
0 33 102 2 4 1 476 395 36 280 253 5 291 361 3 365 52 394 453 203 , 1.06708e+06, 90.0562
253 13 451 384 203 267 0 4 350 1 440 2 36 37 6 453 5 395 372 3 , 1.06701e+06, 92.8051
